order_id,customer_name,date,gender,email,phone_number,category,price,quantity,customer_rating,month,sales
ORD-00442,Unkown Unkown,08/24/2026,Male,condé.badu28@icloud.com,(206) 282-0423,Grocery,201.7,10,4.5,August,2017.0
ORD-00443,Unkown Unkown,08/24/2026,-,angela.jolicoeur95@hotmail.com,(502) 557-5537,Electronics,296.03,5,0.0,August,1480.15
ORD-00444,Abdulaziz Kadyrov,08/24/2026,Male,abdulaziz.kadyrov57@gmail.com,(213) 574-8727,Grocery,274.13,5,2.1,August,1370.65
ORD-00445,Mercedes Fofana,08/24/2026,-,mercedes.fofana1@proton.me,(360) 809-6065,Grocery,439.66,5,3.3,August,2198.3
ORD-00446,Dragana Yassin,08/25/2026,Female,dragana.yassin75@gmail.com,(937) 200-4280,Clothing,75.74,10,2.1,August,757.4
ORD-00447,Ketleen Rabon,08/25/2026,-,ketleen.rabon3@gmail.com,(623) 345-2072,Home,48.95,6,2.5,August,293.7
ORD-00448,Thomas Brahmi,08/25/2026,Male,thomas.brahmi69@icloud.com,(559) 588-4974,Clothing,32.49,3,1.7,August,97.47
ORD-00449,Lucie Chin,08/25/2026,Female,lucie.chin71@icloud.com,(516) 717-2986,Home,132.58,4,1.6,August,530.32
ORD-00450,Nortey Zhusupov,08/26/2026,Female,nortey.zhusupov37@gmail.com,(405) 336-3728,Electronics,304.44,4,1.3,August,1217.76
ORD-00451,Josefine Perkins,08/26/2026,Female,josefine.perkins11@icloud.com,(918) 790-2316,Electronics,242.5,5,1.5,August,1212.5
ORD-00452,Olivia Toekoen,08/26/2026,-,olivia.toekoen11@outlook.com,(914) 812-8310,Not Known,78.98,7,1.1,August,552.86
ORD-00454,Unkown Unkown,08/26/2026,-,charity.payet33@gmail.com,(865) 917-3819,Beauty,373.87,2,2.1,August,747.74
ORD-00455,Hanna Iyer,08/27/2026,Female,hanna.iyer14@gmail.com,(619) 760-4229,Grocery,485.93,5,3.0,August,2429.65
ORD-00456,Elnur Munishi,08/26/2026,Male,elnur.munishi36@gmail.com,(901) 665-7286,Grocery,298.86,5,1.9,August,1494.3
ORD-00457,Natasha Albalushi,08/27/2026,Female,natasha.al-balushi32@icloud.com,Unknown,Electronics,353.97,8,2.9,August,2831.76
ORD-00459,Selwyn Hanni,08/27/2026,Male,selwyn.hanni21@gmail.com,(205) 319-0749,Home,236.18,1,2.0,August,236.18
ORD-00460,Nika Kereama,08/28/2026,Male,Invalid email,(415) 796-5932,Toys,242.5,7,1.3,August,1697.5
ORD-00461,Sarah Prieto,08/28/2026,Female,sarah.prieto18@gmail.com,Unknown,Electronics,273.67,5,1.5,August,1368.35
ORD-00462,Marion Ferrer,08/28/2026,-,marion.ferrer14@gmail.com,Unknown,Toys,187.97,5,2.9,August,939.85
ORD-00463,Melina Adhiambo,08/28/2026,Female,melina.adhiambo6@icloud.com,(801) 489-8533,Grocery,11.77,10,1.1,August,117.7
ORD-00464,Weldu Khakhaleishvili,08/28/2026,-,weldu.khakhaleishvili10@icloud.com,(904) 736-8581,Home,198.34,7,1.4,August,1388.38
ORD-00465,Zoran Romero,08/28/2026,Male,zoran.romero47@icloud.com,Unknown,Not Known,403.07,4,3.3,August,1612.28
ORD-00466,Naima Abdulla,08/28/2026,-,naima.abdulla82@gmail.com,(225) 288-4377,Electronics,304.71,5,3.0,August,1523.55
ORD-00467,Josphine Hadjigeorgiou,08/29/2026,Female,joséphine.hadjigeorgiou15@icloud.com,(678) 893-3041,Toys,79.03,5,3.7,August,395.15
ORD-00468,Nancy Coffie,08/29/2026,Female,nancy.coffie74@gmail.com,(814) 672-8316,Home,181.68,5,2.1,August,908.4
ORD-00469,Wajdi Frolov,08/29/2026,-,Invalid email,(601) 984-7713,Grocery,440.67,5,0.0,August,2203.35
ORD-00470,Eigamoiya Kyaw Myint,08/29/2026,Female,Invalid email,(410) 471-5286,Home,41.77,8,1.3,August,334.16
ORD-00471,Unkown Unkown,05/05/2026,Male,frankie.reece51@yahoo.com,(910) 710-2521,Beauty,228.05,5,2.4,May,1140.25
ORD-00472,Francis Arancibia,08/29/2026,-,francis.arancibia26@icloud.com,(334) 552-0984,Clothing,417.97,5,3.2,August,2089.85
ORD-00473,Hussein Alhaj,08/30/2026,Male,hussein.al-haj89@comcast.net,(213) 795-5003,Grocery,92.38,6,2.3,August,554.28
ORD-00474,Fadi Ulate,08/30/2026,Male,fadi.ulate82@gmail.com,(757) 483-6366,Electronics,444.9,2,2.8,August,889.8
ORD-00475,Sara Aldawood,08/30/2026,Female,Invalid email,(610) 861-7563,Electronics,125.78,6,1.8,August,754.68
ORD-00476,Ogulsapar Delos Santos,08/30/2026,Male,Invalid email,(602) 706-9417,Not Known,232.37,7,2.8,August,1626.59
ORD-00477,Abdoulaye Alzahra,08/30/2026,Male,abdoulaye.al-zahra37@gmail.com,(651) 680-6521,Grocery,10.05,6,3.2,August,60.3
ORD-00478,Yasmine Tate,08/31/2026,-,yasmine.tate77@gmail.com,(305) 792-8570,Clothing,212.01,3,2.5,August,636.03
ORD-00479,Tawfiq Tabidze,08/31/2026,-,tawfiq.tabidze31@yahoo.com,(704) 824-3553,Electronics,382.42,5,1.4,August,1912.1
ORD-00480,Muna Daramy,08/31/2026,Female,Invalid email,(412) 873-4429,Grocery,173.37,5,2.1,August,866.85
ORD-00481,Christophe Jaiswal,08/31/2026,Male,christophe.jaiswal1@gmail.com,(724) 301-6680,Electronics,16.43,3,4.5,August,49.29
ORD-00482,Rhea Ribeiro,08/31/2026,-,rhea.ribeiro26@gmail.com,(201) 687-9148,Electronics,217.85,6,1.0,August,1307.1
ORD-00483,Jacqueline Grant,08/31/2026,-,jacqueline.grant68@gmail.com,(515) 978-1979,Beauty,166.89,5,2.0,August,834.45
ORD-00484,Yaya Cordova,09/01/2026,-,yaya.cordova57@gmail.com,(518) 233-3072,Grocery,435.53,10,2.8,September,4355.3
ORD-00485,Xavier Shapira,05/05/2026,-,xavier.shapira92@gmail.com,(480) 924-3618,Grocery,224.58,7,1.5,May,1572.06
ORD-00486,Ece Hubert,09/01/2026,-,ece.hubert53@gmail.com,(209) 480-8117,Home,151.27,6,4.6,September,907.62
